,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
601,冠军科技,00092,HK,1.21,-,-,-,"    冠军科技集团有限公司(股票编号:0092)为一环球科技集团,在通信软件、无线电信、远程信息处理、电子商贸、保安、网上娱乐及电子博彩方面提供各类崭新解决方案。集团的解决方案致力改善人类生命、丰富其生活质素、推广健康意识、防止意外、拯救生命、以及拥护在网上进行活动时宜遵守诚信及自律。",-,63.32亿,HK,7.15亿,-,0.09,63.32亿,4.91,软件及资讯科技顾问,0.01%,-,-
602,香格里拉(亚洲),00069,HK,12.98,"    本集团主要从事拥有及经营酒店及相关物业,以及提供酒店管理及相关服务。",-,-,"    总部设在香港的香格里拉酒店集团是亚太地区的先驱型豪华酒店集团,也是公认的全球最佳酒店控股及管理公司之一。
    香格里拉的传奇始于1971年,第一家豪华酒店在新加坡成立。时至今日,集团已拥有72家酒店及度假酒店,经营范围遍及亚太地区、北美和中东,共有客房30,000间。此外,在加拿大、中国大陆、印度、菲律、卡塔尔、土耳其及英国还有多家酒店正在兴建之中。",-,35.80亿,HK,410.27亿,49.8841,0.88,35.80亿,2.55,酒店,0.06%,-,-
603,电讯盈科,00008,HK,1.56,-,-,-,"    电讯盈科有限公司(「电讯盈科」、「PCCW」或「本公司」)是HKT集团控股有限公司(「HKT」)的控股公司,而HKT则是香港首屈一指的电讯商,也是世界级资讯及通讯科技公司。电讯盈科亦持有盈科大衍地产发展有限公司的大部分股权以及包括全资附属公司UK Broadband Limited的海外投资。
    本集团在全球各地聘用约 19,300名员工。其总部设在香港,业务据点遍及欧洲、中东、非洲、美洲、内地以至亚洲其他国家和地区。",-,77.20亿,HK,351.24亿,17.1631,2.92,77.20亿,0.92,电讯服务,0.07%,-,-
604,东北虎药业,08197,HK,0.24,-,-,-,"    东北虎药业股份有限公司是集药品研制、开发、生产、销售于一体的综合性医药企业。公司成立于1998年,注册资本7500万元,总资产2.6亿元。公司以“创百年东北虎”为目标,秉承“发展以人为本”的经营理念,以高科技为依托,创新求实,在激烈的市场竞争中脱颖而出,成为地方医药工业支柱企业。
    2002年2月东北虎药业(股票代码:08197)在香港创业板成功上市。",-,2.48亿,HK,9.87亿,3555.977,4.86,8.58亿,36.35,-,0.03%,-,-
605,易亚证券收益增长,03102,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
606,威发国际,00765,HK,0.63,-,-,-,"    威发集团於1978年成立,集团早期从事於为香港为基地之厂家提供塑胶包装产品之设计及制造。至1981年,集团扩展其生产线至挂墙装饰、庆祝会用品及面具等等。
    现时,集团之生产设施皆位於广东省,即深圳市、珠海市及中山市,雇用超过3,000名员工,厂房面积超过1,000,000平方尺。
    通过收购及合并,集团再度扩展至印刷产品、瓦楞纸箱、颜色配料等生产业务,以及PVC胶片及塑胶原料贸易。",-,3.27亿,HK,7.68亿,33.5746,3.72,3.27亿,3.17,玩具,0.11%,-,-
607,FL二华夏恒指,07221,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
608,FL 二 三星恒指,07205,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
609,中银香港,02388,HK,21.25,-,-,-,"    中国银行(香港)有限公司於2001年10月1日正式成立,是一家在香港注册的持牌银行。中国银行(香港)合并了原中银集团香港十二行中十家银行的业务,并同时持有香港注册的南洋商业银行、集友银行和中银信用卡(国际)有限公司的股份权益。
    按资产及客户存款计算,中银香港是香港主要上市商业银行集团之一。中银香港及其附属机构通过设在香港的270多家分行、510多部自动柜员机和其他服务及销售渠道。中银香港是香港三家发钞银行之一。",-,105.73亿,HK,3711.05亿,6.5148,1.65,105.73亿,6.38,银行,0.12%,-,-
610,卓尔集团,02098,HK,1.26,-,-,-,"    卓尔发展(武汉)有限公司,深度把握国家扩大内需战略机遇,根植于武汉城市战略优势,致力于打造全国最大的消费品内贸交易平台——汉口北国际商品交易中心。在拉动内需成为国家战略的背景下,公司将充分受益于中国经济持续增长,受益于国内消费品市场需求的快速增长。
    该交易中心总建筑面积800万平方米,构筑集鞋业、小商品、皮具箱包、酒店用品、五金机电、服装、家纺家电、日化用品、儿童用品、汽车等十大专业批发市场。",-,107.46亿,HK,482.48亿,20.7598,3.57,107.46亿,34.24,中国房地产,0.13%,-,-
611,金沙中国有限公司,01928,HK,4.82,-,-,-,"    本公司是澳门最大规模的综合度假村及娱乐场发展商、拥有人及营运商。按娱乐场博彩收益计算,澳门是全球最大的博彩市场;同时也是中国唯一提供合法娱乐场博彩的地区。本公司的附属公司威尼斯人澳门股份有限公司,持有澳门政府发出的六个特许博彩经营权或转批经营权之一,可以在澳门合法营运娱乐场或博彩区。
    本公司拥有澳门威尼斯人、澳门金沙及百利沙。",-,80.73亿,HK,2797.16亿,29.7659,7.19,80.73亿,4.85,-,0.10%,-,-
612,复旦张江,01349,HK,1.02,-,-,-,"    上海复旦张江生物医药股份有限公司,一九九六年十一月创建于上海浦东张江高科技园区之“张江药谷”,上海市医药股份有限公司、中国通用技术(集团)控股有限责任公司、张江高科技园区开发股份有限公司、上海实业控股有限公司和复旦大学等知名企业和大学为公司主要股东。",-,3.40亿,HK,55.29亿,35.3392,5.86,9.23亿,7.17,-,0.08%,-,-
613,香港宽频,01310,HK,1.21,-,-,-,"    我们为香港最大的光纤高速宽频住宅服务供应商 (上下载对等100Mbps或以上),市场占有率超过五成。我们为住宅及企业市场提供多元化及优质的电讯服务,包括宽频、Wi-Fi、通讯、娱乐服务及云端方案等。
   过去多年,香港宽频的电讯、电脑及办公室设备、租赁土地及楼宇以及租赁装修固定资产累计成本约达41亿港元。该等固定资产主要与我们的网络有关,且为网络的主要组成部分。",-,10.06亿,HK,83.87亿,34.4841,6.92,10.06亿,2.73,-,0.06%,-,-
614,龙源电力,00916,HK,5.69,-,-,-,"    龙源电力集团股份有限公司前身为龙源电力集团公司,成立于1993年1月,是国内最早从事新能源开发的电力企业之一。经国务院国资委批准,2009年7月9日,龙源电力集团公司正式改制为龙源电力集团股份有限公司。2009年12月10日,龙源电力在香港联合交易所主板成功上市,股份代号00916,简称龙源电力。上市后,公司股份总数为7,464,289,000股,其中中国国电集团公司合并持股比例为63.68%,为公司控股股东。",-,33.40亿,HK,479.77亿,12.433,1.05,80.36亿,1.83,-,0.25%,-,-
615,昌兴国际,00803,HK,0.26,-,-,-,"    昌兴国际控股(香港)有限公司(「昌兴国际」或「本公司」)於二零零一年在香港联交所之创业板上市,并於二零零八年转到主板上市,是区内领先的建筑材料及矿产资源的供应商。
    昌兴国际业务已扩展至(i)通过获得一个花岗岩矿区,开拓矿产资源开采及生产业务,(ii) 於中国江苏省投资公共港口、仓储服务以及生产长石粉。",-,101.96亿,HK,12.23亿,-,0.46,101.96亿,0.38,金属采矿及相关贸易,0.01%,-,-
616,上海证大,00755,HK,0.22,-,-,-,"    上海证大房产是证大集团房地产业务的旗舰公司,也是香港主板的上市公司(0755.HK)。证大房产于1994年开始涉足房地产业务,十几年来,已经发展成为以上海为核心,足迹遍及浙江、江苏、四川、东北等地的综合性房地产集团,已经完成100万㎡以上的开发规模,具备各类物业的开发、经营和物业管理经验,连续三年跻身上海市房地产开发50强,并于2004年荣获上海市房地产业四大著名商标之一。",-,148.79亿,HK,17.71亿,-,0.55,148.79亿,0.90,-,0.01%,-,-
617,银建国际,00171,HK,2.76,-,-,-,-,-,23.05亿,HK,27.43亿,-,0.43,23.05亿,5.34,投资控股及资产管理,0.04%,-,-
618,FL 二南方恒指,07200,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
619,中国银河,06881,HK,6.47,-,-,-,"    中国银河证券股份有限公司(以下简称“中国银河证券”或“公司”)是经中国证监会批准,由中国银河金融控股有限责任公司作为主发起人,联合4家国内投资者共同发起设立,于2007年1月26日正式成立的全国性综合类证券公司。中央汇金投资有限责任公司为公司实际控制人。公司本部设在北京,注册资本为人民币60亿元。截至2012年底,公司共有员工7800余人。",-,36.91亿,HK,735.96亿,12.1553,1.12,101.37亿,3.20,-,1.02%,-,-
620,恒生富时中国50,02838,HK,-,-,-,-,-,-,104.57万,HK,1.87亿,-,-,104.57万,-,交易所买卖基金,0.04%,-,-
621,永丰集团控股,01549,HK,0.08,-,-,-,"    我们是声誉卓越的区域支线驳船公司,我们的主要业务包括外贸驳船服务,承运人自有箱务服和海上货运代理服务。我们成立於1993年, 总部设在香港,我们已经建立了一个共有三家子公司和19个营运点(包括分支机构和代表处)在广东省,广西省,福建省和海南省,2015年12月31日我们总共有超过250名员工。",-,14.00亿,HK,3.33亿,-,2.81,14.00亿,0.89,-,-,-,-
622,龙记集团,00255,HK,3.49,-,-,-,"    龙记集团为世界四大模架制造商之一,是香港首家利用数控加工中心生产的模架制造商,亦是瑞典一胜百、日本大同及LKM品牌等优质钢材在中国最大分销商之一。
    龙记於1975年在香港成立,并在同行业中率先於1993年在香港联合交易所上市。经过多年的不懈努力与创新求变,现已发展成为在亚洲地区拥有多家子公司、厂房占地面积近500,000平方米、加工中心逾500台、员工近8,000人的工业集团。",-,6.32亿,HK,22.80亿,11.8935,1.03,6.32亿,1.02,工业机械及设备,0.03%,-,-
623,海港企业,00051,HK,22.33,-,-,-,"    海港企业有限公司(股份代号:51)是九龙仓集团有限公司(股份代号:4)的上市附属公司,该公司主要於香港及内地发展及投资地产业务,亦持有位於香港的马哥孛罗香港酒店。
    於2009年年底,公司於中国的应占土地储备总面积约为2,600万平方尺,包括分别位於重庆市、常州市、上海市和苏州市的五幅优质地块。",-,7.09亿,HK,102.34亿,14.8305,0.65,7.09亿,2.86,酒店,-,-,-
624,FL二华夏国指,07267,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
625,利福中国,02136,HK,6.11,-,-,-,"    我们为一家位於中国广为人知的百货店营运商。我们营运上海久光店、苏州久光店及大连久光店。我们在中国透过久光品牌经营「生活时尚」百货店,定位中高端市场。
    上海久光店於二零一五年上海百货店市场的零售销货值排名第三位,市场份额约为2.4%。苏州久光店於二零一五年苏州百货店市场的零售销货值排名第四位,市场份额约为2.7%。",-,16.03亿,HK,38.46亿,11.8844,0.39,16.03亿,2.56,-,0.02%,-,-
626,康师傅控股,00322,HK,3.75,-,-,-,"    康师傅控股有限公司(「本公司」)及其附属公司(「本集团」)主要在中国从事生产和销售方便面、饮品及糕饼。本集团於1992年开始生产方便面,并从1996年扩大业务至糕饼及饮品;目前本集团的三大品项产品,皆已在中国食品市场占有显著的市场地位。本集团大部分产品均使用「康师傅」品牌销售,并相信「康师傅」是中国最为消费者熟悉的品牌之一。",-,56.05亿,HK,543.67亿,38.9798,2.59,56.05亿,0.82,包装食品与肉类,0.10%,-,-
627,东汇A50,02843,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
628,宏基资本,02288,HK,2.21,-,-,-,"    宏基资本有限公司(宏基)是一间香港投资控股公司。宏基主要投资在大中华区的高潜力项目,宏基透过专业的知识、有丰富经验的团队和合作夥伴,以提高资产价值。然後,为股东带来丰厚的回报。",-,4.77亿,HK,5.73亿,-,0.54,4.77亿,1.84,建筑,0.05%,-,-
629,毅信控股,01246,HK,0.10,-,-,-,"    毅信控股有限公司是一家专业钻桩工程承建商,30年来在香港承接各私营及公营项目。我们拥有一组具丰富经验的项目经理,工程师,技术机长及工人团队,管理和执行各项目。毅信在行业内确立了一个按时完工及优质的良好记录,客户尤其是在复杂及高技术要求的项目中更为满意。",-,90.74亿,HK,11.80亿,-,1.36,90.74亿,2.07,-,0.05%,-,-
630,亿和控股,00838,HK,1.44,-,-,-,"    亿和精密工业控股有限公司,始建於1993年,是一家专业提供垂直整合服务之精密模具、产品及设备元件生产商。公司现有资产总值超过16亿,固定资产投资总额超过10亿港元。
    公司现有生产的产品广泛应用於三个领域,如复印机/打印机/传真机等OA办公自动化设备类、手提电脑等消费类电子产品、以及汽车的配套零部件等。公司现已发展成为中国国内实力较强的、集模具设计制作和制品生产,以及配套组装於一体的""一站式""服务供应商。",-,17.94亿,HK,22.07亿,41.9327,0.85,17.94亿,0.72,工业机械及设备,0.12%,-,-
631,幸福控股,00260,HK,0.16,-,-,-,"    本公司乃一间投资控股公司,主要从事投资於业务为买卖转换零件及加气站设备及经营加气站的公司。
    本公司附属公司主要在中国从事投资、建造及经营液化天然气及压缩天然气加气站;推广及销售加气站所需的机器及设备及提供相关系统整合技术;研究、制造及分销汽车用於转换液化天然气或压缩天然气燃料所需的转换工具;及液化天然气/压缩天然气的储存及分销。",-,59.44亿,HK,7.43亿,-,0.79,59.44亿,1.83,石油/燃气加工及分销,0.01%,-,-
632,恒基地产,00012,HK,72.45,-,-,-,"    恒基地产自1981年於香港上市,至今已发展成为一家具领导地位之地产发展集团,业务遍及香港和内地。
    集团致力建设高素质之新型住宅及商业项目,并屡获殊荣,其中具代表性之项目包括香港的国际金融中心综合发展项目,和北京的环球金融中心等城市地标,以及卓越非凡的豪华住宅如天汇、嘉亨湾和比华利山别墅等。
    集团的核心业务为物业发展和物业投资。",-,36.37亿,HK,1805.97亿,8.3317,0.69,36.37亿,7.00,综合地产,0.04%,-,-
