,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
1905,Western Asset Premier Bond Fun,WEA,US,-,http://www.westernasset.com/us/en/,0.27%,-/-,"Western Asset Premier Bond Fund (the Fund) is a diversified, closed-end management investment company. The Fund seeks to provide current income and capital appreciation by investing primarily in a diversified portfolio of investment grade bonds. It invests substantially all (but at least 80%) of its total managed assets in bonds, including corporate bonds, the United States Government and agency securities and mortgage-related securities. It also invests at least 65% of its total managed assets in bonds that, at the time of investment, are investment grade quality. It may invest up to 35% of its total managed assets in bonds of below investment grade quality. It may invest in securities or instruments other than bonds (including preferred stock) and may invest up to 10% of its total managed assets in instruments denominated in currencies other than the United States dollar. Western Asset Management Company and Western Asset Management Company Limited act as the advisers of the Fund.",-,-,-,NYSE,-,1.62亿,1190.50万,-,0.09%,8.87%,0.97
1906,联合利华,UL,US,6.28,http://www.unilever.com/,1.01%,26.69/29.93,联合利华集团是由荷兰Margrine Unie人造奶油公司和英国Lever Brothers香皂公司于 1929年合并而成。总部设于荷兰鹿特丹和英国伦敦，分别负责食品及洗剂用品事业的经营，是全球第二大消费用品制造商。,0.61,-,-,NYSE,-,699.03亿,12.83亿,-,0.14%,16.71%,8.63
1907,Universal Health Services ,UHS,US,48.98,-,1.48%,18.29/16.35,-,2.73,-,-,NYSE,-,107.18亿,8940.90万,医院,0.32%,87.82%,2.43
1908,Steel Dynamics ,STLD,US,12.54,-,5.64%,11.59/16.64,-,3.80,-,-,NASDAQ,-,85.30亿,2.42亿,钢铁冶炼,1.37%,72.63%,2.79
1909,利率掉期波动率指数(bps),SRVIX,US,-,-,-,-/-,-,-,-,-,INDEXCBOE,-,-,-,-,-,-,-
1910,搜狐,SOHU,US,23.93,http://www.sohu.com,7.50%,-/-,搜狐是一家立足于中国市场的互联网媒体、搜索、在线游戏及无线增值服务集团，旗下拥有由门户网站搜狐网、网络游戏公司畅游、社区网站chinaren、房地产网站焦点网、搜狗等品牌组成的互联网业务线。目前搜狐的收入主要由品牌广告、在线游戏、无线增值三部分组成。搜狐2000年7月12日在美国纳斯达克挂牌上市，发行价13美元。搜狐持股68%的畅游(CYOU)也是纳斯达克上市公司。,2.62,S1/F1,86-10-62726666,NASDAQ,北京市海淀区中关村东路1号院搜狐网络大厦,18.75亿,3863.71万,中国互联网信息服务,2.48%,69.19%,2.03
1911,喜玛庆国际,SGMA,US,14.45,-,3.25%,-/154.00,-,0.92,-,-,NASDAQ,-,2579.08万,418.70万,电路板,0.26%,33.72%,0.43
1912,回声星通信,SATS,US,40.14,-,1.24%,33.80/31.24,-,3.28,-,-,NASDAQ,-,28.08亿,4780.50万,通讯设备,0.49%,93.00%,1.46
1913,住宅房产信托ETF-iShares,REZ,US,-,-,0.65%,-/-,-,-,-,-,NYSE,-,4.25亿,655.00万,-,0.33%,-,-
1914,RevenueShares Ultra Dividend ETF,RDIV,US,-,-,0.57%,-/-,-,-,-,-,NYSE,-,5.18亿,1570.00万,-,0.52%,-,-
1915,苏格兰皇家银行,RBS,US,10.59,http://www.rbs.com,1.73%,-/-,苏格兰皇家银行集团建于1727年，总部设在英国的爱丁堡，是欧洲领先的金融服务集团，也是英国最大的银行，其业务遍及英国和世界各地。该银行在英国的法人、个人及海外银行业中排名第一，在零售银行业及私人汽车保险业中排名第二。苏格兰皇家银行集团在英国和爱尔兰拥有2000多家分行，服务于1500多万客户。,2.63,-,-,NYSE,-,411.50亿,59.38亿,外国货币中心银行,0.02%,0.26%,0.65
1916,Pacer Trendpilot 750 ETF,PTLC,US,-,-,0.39%,-/-,-,-,-,-,AMEX,-,4.34亿,-,-,-,-,-
1917,太平洋投资管理市政收益基金,PMF,US,-,-,0.96%,-/12.26,-,-,-,-,NYSE,-,3.45亿,2558.50万,封闭式基金/债务,0.23%,4.76%,1.08
1918,NUVEEN NJ DIV ADVANTAGE MUN,NXJ,US,-,-,0.29%,-/14.36,-,-,-,-,NYSE,-,5.88亿,4309.60万,-,0.17%,12.64%,0.85
1919,NUVEEN NY AMT-FREE MUN INCOM,NRK,US,-,-,0.31%,-/14.52,-,-,-,-,NYSE,-,11.45亿,8761.90万,-,0.09%,5.70%,0.86
1920,ServiceNow,NOW,US,2.52,http://www.service-now.com/,1.67%,356.86/-,ServiceNow是美国一家基于云计算平台的商业软件公司，以SaaS模式提供服务。,5.99,S1/F1,-,NYSE,-,172.77亿,1.70亿,-,1.37%,95.00%,40.36
1921,Novanta Inc. Common Stock,NOVT,US,8.52,-,1.07%,-/20.92,-,1.72,-,-,NASDAQ,-,11.35亿,3455.00万,-,0.45%,74.27%,3.86
1922,Mylan,MYL,US,21.75,http://www.mylan.com,3.39%,15.14/38.26,Mylan 是一家仿制药企业。,3.67,-,-,NASDAQ,-,207.09亿,5.36亿,非专利药品,1.36%,81.00%,1.82
1923,iShares MSCI USA Momentum Factor,MTUM,US,-,-,0.29%,-/-,-,-,-,-,NYSE,-,25.84亿,2935.00万,-,0.52%,-,-
1924,美国投资级公司债-iShares,LQD,US,-,-,0.46%,-/23.28,-,-,-,-,NYSE,-,331.56亿,2.76亿,-,1.86%,-,-
1925,Kosmos Energy Ltd.,KOS,US,-,-,-,-,-,-,-,-,NYSE,-,-,-,-,-,-,-
1926,Knight Transportation,KNX,US,9.93,-,3.31%,20.87/30.52,-,4.07,-,-,NYSE,-,26.02亿,8042.00万,-,1.94%,79.03%,3.26
1927,KEMPER CORP DEL,KMPA,US,-,-,-,-/16.12,-,-,-,-,NYSE,-,1.61亿,600.00万,-,0.01%,-,0.70
1928,摩根大通-优先股E,JPM-E,US,-,-,0.33%,-/-,-,-,-,-,NYSE,-,9.58亿,3520.00万,-,0.05%,-,-
1929,伊管,ITRI,US,17.68,-,1.91%,23.33/69.17,-,2.45,-,-,NASDAQ,-,25.66亿,3864.90万,科技设备,0.43%,84.39%,3.76
1930,IF BANCORP INC,IROQ,US,22.71,-,0.20%,-/16.89,-,0.64,-,-,NASDAQ,-,7788.22万,394.00万,-,0.03%,34.00%,0.87
1931,iShares iBonds Mar 2020 Corporate,IBDC,US,-,-,0.49%,-/-,-,-,-,-,NYSE,-,8935.20万,340.00万,-,0.17%,-,-
1932,康宝莱,HLF,US,2.93,http://www.Herbalife.com,7.09%,5.64/24.22,Herbalife Ltd.康宝莱，一个主要销售减肥瘦身产品、营养保健品、能量饮料、体育健身产品和个人皮肤护理品的著名直销企业，另外还销售一些宣传音像制品，其中以健康瘦身类保健品起家并为人们所熟知。公司于1980年在开曼群岛注册成立，总部在美国洛杉矶，在多数国家实行“直销”模式。据2012年7月统计，康宝莱业务遍及全球84个国家和地区，拥有270 万的直销员网络。公司的主要收入来源于六个地区：北美，墨西哥，中南美州，欧洲、中东、非洲，亚太地区和中国。,17.33,-,-,NYSE,-,63.79亿,9241.34万,药品关联产品,3.83%,79.98%,23.56
1933,Gabelli Utility Trust,GUT,US,-,-,0.88%,-/37.77,-,-,-,-,NYSE,-,2.96亿,4350.40万,封闭式基金/净值,0.27%,6.78%,1.24
1934,通用动力,GD,US,35.07,-,1.18%,16.68/19.26,-,2.25,-,-,NYSE,-,596.58亿,3.02亿,航空/国防-产品及服务,0.34%,85.42%,5.68
1935,日元做多-CurrencyShares,FXY,US,-,-,0.68%,-/-,-,-,-,-,NYSE,-,1.30亿,135.00万,-,3.58%,-,-
1936,Forward Pharma,FWP,US,3.31,http://www.forward-pharma.com,3.87%,-/-,"Forward Pharma is a Danish biopharmaceutical company preparing to initiate a Phase 3 clinical trial using FP187, a proprietary formulation of dimethyl fumarate, or DMF, for the treatment of multiple sclerosis, or MS, patients. Since our founding in 2005, we have worked to advance unique formulations of DMF, an immune modulator, as a therapeutic to improve the health and well-being of patients with immune disorders including MS. FP187, our clinical candidate, is a DMF formulation in a delayed and slow release oral dose, which we plan to advance for the treatment of relapsing remitting MS, or RRMS, and other immune disorders, such as psoriasis.",1.58,S1/F1,-,NASDAQ,-,9.15亿,4718.40万,生物技术,0.04%,23.00%,5.86
1937,Schwab Fundamental Intl Sm Co ETF,FNDC,US,-,-,0.43%,-/-,-,-,-,-,NYSE,-,11.61亿,3450.00万,-,0.30%,-,-
1938,日本ETF-iShares MSCI,EWJ,US,-,-,0.21%,-/220.92,"EWJ,黑石联手安硕推出的日本ETF，该ETF正向追踪MSCI Japan指数，其标的成分为在东京证券交易所上市交易的非小盘股票。更多资料可查询：https://www.etf.com/EWJ",-,-,-,NYSE,-,160.41亿,3.03亿,-,1.05%,0.02%,-
1939,Everi Holdings,EVRI,US,-1.66,-,2.79%,-/-,-,1.17,-,-,NYSE,-,4.50亿,6609.70万,-,0.24%,97.00%,-4.10
1940,Etsy Inc,ETSY,US,2.54,-,2.48%,-/-,Etsy 创立于2005年，是一家手工艺品电商网站。它对出售的手工艺品有着严格的规定：每一件商品必须由设计者亲自设计，必须是手工制作。但从 2013 年起 Etsy 允许卖家将生产和客服外包，这使一部分卖家收益规模扩张，也助长了 Etsy 的营业额。,3.11,-,-,NASDAQ,-,15.51亿,1.17亿,-,0.21%,-,5.24
1941,可口可乐装瓶,COKE,US,29.34,http://www.cokeconsolidated.com,2.19%,27.61/40.00,"Coca-Cola Bottling Co. Consolidated is the second largest Coca-Cola bottler in the United States.  The Company is a leader in manufacturing, selling, and distributing soft drinks.  With corporate offices in Charlotte, North Carolina, the Company does business in eleven states, primarily in the Southeast.",1.99,-,-,NASDAQ,-,15.31亿,714.10万,饮料/软饮料,0.56%,28.55%,7.31
1942,SPDR Barclays Issuer Scored Corp Bd ETF,CBND,US,-,-,2.31%,-/-,-,-,-,-,NYSE,-,2889.00万,90.00万,-,0.16%,-,-
1943,布鲁克,BRKR,US,4.54,http://www.bruker.com,1.31%,25.64/28.32,"Bruker is a leading provider of high-performance scientific instruments and solutions for molecular and materials research, as well as for industrial and applied analysis.",3.72,-,-,NASDAQ,-,42.58亿,1.60亿,科技设备,0.79%,67.83%,5.86
1944,Axar Acquisition Corp. Warrants,AXARW,US,0.70,-,-,-/-,-,-,-,-,NASDAQ,-,-,-,-,-,-,0.10
1945,AGIOS PHARMACEUTICALS INC,AGIO,US,7.25,-,3.02%,-/-,-,13.19,-,-,NASDAQ,-,23.75亿,4820.50万,-,0.65%,84.00%,6.70
1946,Alberto Culver,ACV,US,-,http://www.alberto.com/index.aspx?ct=333458,0.73%,-/10.33,Alberto Culver是全球知名护发产品生产商。,-,-,-,NYSE,-,2.30亿,1120.00万,个人产品,0.26%,-,-
1947,沃尔玛,WMT,US,24.28,http://walmartstores.com,0.60%,17.43/16.84,沃尔玛（WMT）创建于1962年，是一家世界性连锁企业，以营业额计算为全球最大的公司；主要涉足零售业；主要产品有：超级市场、便利店、折扣店。,3.33,-,479-273-4000,NYSE,美国阿肯色州本顿维尔市西南八街702号,2401.70亿,30.73亿,折扣百货店,0.24%,27.91%,3.22
1948,泰瑞达,TER,US,9.62,-,2.09%,19.33/-,-,4.38,-,-,NYSE,-,69.45亿,1.99亿,半导体设备及材料,0.58%,110.59%,3.63
1949,Strattec Security,STRT,US,40.14,-,8.28%,10.53/19.51,-,3.72,-,-,NASDAQ,-,1.17亿,367.00万,汽车配件,0.68%,80.05%,0.80
1950,圣胡安盆地信托,SJT,US,0.16,-,4.27%,-/5.86,-,2.17,-,-,NYSE,-,3.60亿,4660.90万,多元化投资,0.24%,29.97%,48.31
1951,全球高股息证券ETF-Global X,SDIV,US,-,-,0.28%,-/-,-,-,-,-,NYSE,-,9.01亿,4210.00万,-,1.51%,-,-
1952,多策略对冲基金复制-IQ Hedge,QAI,US,-,-,0.24%,-/-,-,-,-,-,NYSE,-,10.64亿,3645.00万,-,0.22%,-,-
1953,Patheon N.V.,PTHN,US,-2.11,-,0.29%,-/54.14,-,5.95,-,-,NYSE,-,50.29亿,1.45亿,-,1.69%,-,-16.40
1954,Market Vectors Pharmaceutical ETF,PPH,US,-,-,0.28%,-/51.53,-,-,-,-,NASDAQ,-,3.12亿,548.80万,-,0.35%,-,-
1955,NEW YORK COMMTY DEP SHS REP 1/40 INT FXD,NYCB-A,US,-,-,0.46%,-/-,-,-,-,-,NYSE,-,5.87亿,2060.00万,-,0.35%,-,-
1956,日本电报电话,NTT,US,39.31,http://www.ntt.co.jp/,-,13.62/21.13,日本电报电话公司（简写为NTT）创立于1976年，是日本最大电信服务提供商--日本电信电话株式会社的全资子公司。其业务几乎覆盖了所有的信息和电信技术，包括各类开发研究及咨询服务，新产品的销售，以及基于最新技术的系统及网络集成服务等方面。,0.88,-,-,NYSE,-,908.16亿,20.96亿,国外电信服务,-,2.41%,1.09
1957,纽文高级收益基金,NSL,US,-,-,0.43%,-/10.52,-,-,-,-,NYSE,-,2.68亿,3862.20万,封闭式基金/债务,0.24%,32.37%,0.99
1958,NEUBERGER BERMAN CA INT MUN,NBW,US,-,-,0.91%,-/12.60,-,-,-,-,AMEX,-,7923.90万,554.90万,-,0.32%,20.00%,0.91
1959,黑岩新泽西保险基金,MUJ,US,-,-,0.63%,-/13.93,-,-,-,-,NYSE,-,4.33亿,3015.40万,封闭式基金/债务,0.22%,5.51%,0.95
1960,黑岩多资产投资,MUA,US,-,-,0.62%,-/17.91,-,-,-,-,NYSE,-,5.20亿,3584.80万,封闭式基金/债务,0.18%,6.72%,1.01
1961,默克,MRK,US,14.54,http://www.msdchina.com.cn/,0.92%,17.14/32.93,默克公司，世界制药企业的领先者，是一家以科研为本，致力于医学研究、开发和销售人用和兽用医药创新产品的跨国制药企业。该公司自1891年成立起便不遗余力地通过其广泛深远的研究项目研制新药，并尽力令有需者都能获得其药物帮助，而且默克公司还无偿出版非广告宣传刊物，为大众提供健康信息。该公司共有员工63，000多名。业务覆盖全球约200个国家和地区。全球设有10个研究中心、33家工厂在25个国家有17个配送中心。,1.87,-,908-423-1000,NYSE,-,1791.43亿,27.75亿,医药制造,0.21%,69.97%,4.44
1962,Newfleet多品种债券ETF-AdvisorShares,MINC,US,-,-,0.14%,-/-,-,-,-,-,NYSE,-,2.58亿,530.00万,-,0.41%,-,-
1963,晶澳太阳能,JASO,US,19.70,http://www.jasolar.com,2.50%,3.47/4.86,"晶澳太阳能有限公司是一家年轻而有潜力的现代化光伏企业，由河北晶龙实业集团有限公司、澳大利亚光电科学工程公司、澳大利亚太阳能发展有限公司三方共同出资于2005年5月18日在河北省宁晋县设立。晶澳太阳能有限公司主要从事于单晶硅棒、硅片，高效太阳能电池、组件的加工、制造和销售，现有年产25MW高效太阳能电池生产线7条，生产能力位居世界前列。
晶澳太阳能有限公司于2007年2月7日在纳斯达克上市，发行价每股15美元。2012年12月10日，晶澳实行5合1并股，从原来的1ADS=1普通股变成1ADS=5普通股。",0.76,S1/F1,86-21-60955999,NASDAQ,中国上海市闸北区市北工业园区江场三路36号,3.44亿,4757.07万,中国新能源,0.73%,8.45%,0.37
1964,全球医疗业ETF-iShares,IXJ,US,-,-,0.24%,-/200.64,-,-,-,-,NYSE,-,15.26亿,1435.00万,-,0.12%,-,-
1965,国际赛道,ISCA,US,31.82,-,1.27%,21.75/20.91,-,3.51,-,-,NASDAQ,-,8.97亿,2524.60万,体育活动,0.31%,54.03%,1.12
1966,InterXion Holding,INXN,US,8.55,-,0.94%,71.42/76.03,-,1.23,-,-,NYSE,-,31.86亿,7101.50万,-,0.51%,89.00%,5.25
1967,上巨实业医疗,HOLX,US,10.00,-,1.62%,19.08/15.53,-,2.09,-,-,NASDAQ,-,120.91亿,2.80亿,医疗器械设备,0.97%,97.88%,4.32
1968,GLOBAL SHIP LEASE INC NEW,GSL-B,US,-,-,1.92%,-/-,-,-,-,-,NYSE,-,2909.20万,140.00万,-,0.95%,-,-
1969,Fidelity MSCI Information Tech ETF,FTEC,US,-,-,0.60%,-/-,-,-,-,-,NYSE,-,9.20亿,2115.00万,-,0.97%,-,-
1970,First Trust Strategic Income ETF,FDIV,US,-,-,0.53%,-/-,-,-,-,-,NASDAQ,-,1.02亿,200.00万,-,0.42%,-,-
1971,费尔科寄宿信托,FCH,US,-1.28,-,2.32%,16.74/-,"In 1994, FelCor Lodging Trust (NYSE: FCH) went public as a real estate investment trust (REIT). FelCor owns interests in 81 hotels and resorts, located in major markets throughout the United States.",2.87,-,-,NYSE,-,10.13亿,1.38亿,房地产投资信托基金/（汽车）旅馆,1.12%,71.06%,-5.72
1972,Elkhorn FTSE RAFI U.S. Equity Income ETF,ELKU,US,-,-,-,-/-,-,-,-,-,AMEX,-,1.11亿,-,-,-,-,-
1973,新兴市场ETF汇率对冲-德银,DBEM,US,-,-,0.32%,-/-,-,-,-,-,NYSE,-,1.89亿,875.10万,-,0.06%,-,-
1974,好市多,COST,US,28.34,http://www.costco.com,0.71%,28.76/32.36,好市多(COST)是美国最大的仓储购物俱乐部运营商。公司经营理念是为会员提供各类有限的全国品牌及私有品牌商品，以大销售量、低价格使存货能迅速周转。存货迅速周转能使此公司在毛利显著低的情形下仍然比传统的批发店、折扣零售店及超级市场的经营利润高。,2.76,-,425-313-8100,NASDAQ,-,755.34亿,4.38亿,折扣百货店,0.41%,73.02%,6.09
1975,BYM信托,BYM,US,-,-,0.28%,-/13.67,-,-,-,-,NYSE,-,3.72亿,2640.60万,封闭式基金/债务,0.04%,5.88%,0.87
1976,2020投资级债ETF-Guggenheim,BSCK,US,-,-,0.37%,-/-,-,-,-,-,NYSE,-,9.19亿,4275.00万,-,0.65%,-,-
1977,2019投资级债ETF-Guggenheim,BSCJ,US,-,-,0.14%,-/-,-,-,-,-,NYSE,-,9.65亿,4515.00万,-,0.03%,-,-
1978,美国银行-优先股G,BML-G,US,-,-,1.29%,-/-,-,-,-,-,NYSE,-,1.27亿,583.30万,-,0.08%,4.30%,-
1979,必和必拓,BHP,US,21.29,http://www.bhpbilliton.com/,1.19%,23.91/-,澳大利亚必和必拓是全球最大的采矿业公司，主要产品有铁矿石、煤、铜、铝、镍、石油，液化天然气、镁、钻石等。由两家公司在2001年合并而成，BHP持股58%，比利登持股42%。 在澳大利亚、伦敦和纽约的股票交易所上市。,3.73,-,-,NYSE,-,975.60亿,26.61亿,矿产资源开发,0.10%,2.46%,1.72
1980,黑岩加州市政基金,BFZ,US,-,-,0.42%,-/18.55,-,-,-,-,NYSE,-,4.56亿,3188.50万,封闭式基金/债务,0.20%,3.97%,0.95
1981,班克金融,BFIN,US,10.84,-,1.92%,27.93/36.50,-,2.59,-,-,NASDAQ,-,2.68亿,1837.90万,存贷款服务,0.12%,59.53%,1.35
1982,美国水业,AWK,US,29.75,http://www.amwater.com/,1.03%,22.66/28.39,"American Water, through its subsidiaries, provides high-quality water and wastewater services to approximately 15 million people in more than 30 states, as well as parts of Canada.",4.90,-,-,NYSE,-,136.08亿,1.78亿,公用水业,0.38%,83.00%,2.57
1983,安富利,AVT,US,40.40,http://www.avnet.com/,1.21%,9.62/-,"安富利公司(NSYE: AVT)是财富500强企业，是全球最大的电子元件、计算机产品和嵌入式技术方案分销商之一，为全球70多个国家的客户服务。

安富利提供高性价比增值服务和解决方案，架起全球领先技术供应商与全世界10余万客户之间的桥梁，加速他们成功的步伐。至2010年7月3日的财政年度，安富利公司的销售收入达191.6亿美元。",3.86,-,-,NYSE,-,45.64亿,1.25亿,电子产品批发,0.81%,87.28%,0.91
1984,奥托立夫,ALV,US,43.64,-,1.70%,17.18/20.22,-,9.11,-,-,NYSE,-,94.31亿,8832.50万,汽车配件,0.70%,31.61%,2.45
1985,West Corporation,WSTC,US,-4.68,-,0.26%,10.53/9.68,-,2.21,-,-,NASDAQ,-,19.70亿,8515.50万,-,0.80%,58.00%,-4.94
1986,WABCO Holdings ,WBC,US,14.06,http://www.wabco-auto.com/,1.45%,18.22/20.86,"WABCO Holdings Inc. (WABCO) is a provider of electronic, mechanical and mechatronic products for the commercial truck, trailer, bus and passenger car manufacturers. The Company manufactures and sells control systems, including advanced braking, stability, suspension, transmission control and air compressing and processing systems. The Company develops, manufactures and sells advanced braking, stability, suspension and transmission control systems primarily for commercial vehicles. Its products include pneumatic anti-lock braking systems, electronic braking systems, automated manual transmission systems, air disk brakes, and a variety of conventional mechanical products. On June 3, 2009, the Company sold 39.2% of its interest in Sundaram-Clayton Limited’s non-WABCO-related business. On June 3, 2009, the Company acquired additional interest in WABCO-TVS (India) Limited increasing its ownership from 39.2% to 75%.",5.55,-,-,NYSE,-,64.34亿,5410.50万,-,0.59%,98.00%,8.46
1987,Exchange Traded Concepts Trust,TETF,US,-,-,-,-/-,-,-,-,-,NYSE,-,153.53万,10.00万,-,8.11%,-,-
1988,TARO PHARMACEUTICAL INDS LTD,TARO,US,48.73,-,4.06%,15.73/9.76,-,23.98,-,-,NYSE,-,44.27亿,4103.20万,-,0.31%,15.00%,2.21
1989,Stoneridge,SRI,US,6.86,-,1.47%,27.89/5.85,-,4.39,-,-,NYSE,-,4.61亿,2814.40万,汽车配件,0.38%,96.15%,2.39
1990,标普500-3X空-ProShares,SPXU,US,-,-,1.05%,-/-,"SPXU,ProShares旗下的三倍做空标普500指数ETF，该ETF价格与标普500指数波动方向相反，波动幅度约为标普500指数的3倍，即标普500指数下跌1%对应该ETF指数上涨约3%。更多资料可查询：http://www.etf.com/SPXU",-,-,-,NYSE,-,6.92亿,4250.60万,-,9.77%,-,-
1991,全球分拆ETF-VanEck Vectors,SPUN,US,-,-,0.68%,-/-,-,-,-,-,NYSE,-,555.75万,25.00万,-,0.21%,-,-
