,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
908,交通银行,601328,SH,-,-,-,-,-,"    交通银行始建于1908年(清光绪三十四年),是中国历史最悠久的银行之一,也是近代中国的发钞行之一。交通银行成立后,经办轮、路、邮、电等交通四政存款,还受政府委托分理国家金库、办理国外款项、发行兑换券、经办国内外汇兑及一般银行业务。解放前,交通银行与中央银行、中国银行、中国农民银行并列为中国四大银行,在近代中国金融史上占有重要地位。1958年,交通银行内地业务分别并入当地人民银行以及在交行基础上成立的中国人民建设银行,交行香港分行则持续营业。
    1986年,国务院批准重新组建交通银行。1987年4月1日,重新组建后的交通银行正式对外营业,成为中国第一家全国性的国有股份制商业银行,总行设在上海。重新组建后的交通银行,身兼双重历史使命,既是百年民族金融品牌的继承者,又是中国金融体制改革的先行者,实现了六个“第一”:第一家资本来源和产权形式实行股份制;第一家按市场原则和成本—效益原则设置机构;第一家打破金融行业业务范围垄断,将竞争机制引入金融领域;第一家引进资产负债比例管理,并以此规范业务运作,防范经营风险;第一家建立双向选择的新型银企关系;第一家可以从事银行、保险、证券业务的综合性商业银行。
    2004年,国务院批准《交通银行深化股份制改革整体方案》。根据改革方案,交通银行2004年完成以增资扩股和集中处置不良贷款为核心内容的财务重组,在国有五大银行中第一家完成财务重组;2004年成功引进汇丰银行作为境外战略投资者,在国有五大银行中第一家成功引进外资;2005年成功发行H股并在香港联交所主板挂牌上市,成为中国境内第一家赴境外发行上市的商业银行;2007年成功发行A股并在上海证券交易所挂牌上市。
    交通银行的发展战略是:走国际化、综合化道路,建设以财富管理为特色的一流公众持股银行集团(简称“两化一行”战略);企业愿景是:建设中国最佳财富管理银行;企业精神是:拼搏进取、责任立业、创新超越;企业使命是:创造共同价值;经营理念是:一个交行、一个客户;广告语是:百年交行——您的财富管理银行。
    交通银行是中国主要金融服务供应商之一,业务范围涵盖商业银行、证券、信托、金融租赁、基金管理、保险、离岸金融服务等。截至2016年末,交通银行境内分行机构232家,其中省分行30家、直属分行7家、省辖行195家,在全国236个地级和地级以上城市、167个县或县级市共设有3,285个营业网点;旗下全资子公司包括交银国际、交银保险和交银租赁,控股子公司包括交银基金、交银国信、交银人寿及大邑交银兴民村镇银行、浙江安吉交银村镇银行、新疆石河子交银村镇银行、青岛崂山交银村镇银行。此外,交行还是江苏常熟农商行的第一大股东、西藏银行的并列第一大股东,并战略入股海南银行。
    目前,交通银行已在16个国家和地区设立了20家分(子)行及代表处,分别是香港分行、纽约分行、东京分行、新加坡分行、首尔分行、法兰克福分行、澳门分行、胡志明市分行、旧金山分行、悉尼分行、台北分行、伦敦分行/英国子行、卢森堡子行/卢森堡分行、布里斯班分行、交银(卢森堡)巴黎分行、交银(卢森堡)罗马分行、巴西BBM银行(交银BBM)和多伦多代表处,境外营业网点共65个(不含代表处)。
    2015年,国务院批准《交通银行深化改革方案》。围绕探索大型商业银行公司治理机制、实施内部经营机制改革、推进经营模式转型创新三大重点,交通银行稳步推动深化改革项目落地实施。一年多来,交行深化改革工作取得阶段性成果,改革红利逐步释放,转型动力有效激发,核心发展指标不断提升。截至2016年末,交通银行集团资产总额达人民币84,032亿元,全年实现净利润人民币672.10亿元。2016年,交通银行已连续八年跻身《财富》(FORTUNE)世界500强,营业收入排名第153位;位列《银行家》(The Banker)杂志全球1000家大银行一级资本排名第13位,连续三年跻身全球银行20强。
    交通银行作为一家历史悠久、战略清晰、治理规范、经营稳健、服务优质的国有大型银行集团,将始终紧紧围绕落实国家战略和服务实体经济,不断推进深化改革、转型发展、从严治党,努力为广大客户提供更好服务,为股东创造更多价值,为社会做出更大贡献!",SH,-,-,-,-,银行
909,京运通,601908,SH,3.13,-,19.93亿,2.81%,35.91/58.29,"    本公司系由北京京运通科技有限公司(前身为北京东方科运晶体技术有限公司)整体变更设立。2008年10月22日,北京京运通科技有限公司股东会审议通过,以截至2008年9月30日经审计的净资产272,644,142.31元中的272,600,000.00元,按照1:1的比例折合成股份公司股本272,600,000.00元,剩余44,142.31元列入资本公积,整体变更设立为股份有限公司。2008年10月31日,本公司在北京市工商局办理了变更登记,领取了<企业法人营业执照>。",SH,92.65亿,1.48,5.89,19.97亿,电气设备
910,泛微网络,603039,SH,7.77,-,1667.00万,6.37%,64.40/61.37,"    公司前身上海泛微网络科技有限公司成立于2001年3月14日。
    经2011年6月30日泛微有限股东会和2011年7月18日泛微股份创立大会暨第一次股东大会通过,公司整体变更设立为股份有限公司,公司名称变更为上海泛微网络科技股份有限公司。
    2011年7月25日,公司领取了上海市工商行政管理局核发的注册号为310120001326358的《企业法人营业执照》。",SH,42.00亿,8.10,8.50,6667.00万,计算机
911,数据港,603881,SH,3.86,-,5265.00万,6.85%,139.17/130.72,-,SH,108.87亿,13.39,25.32,2.11亿,通信
912,上柴B股,900920,SH,0.60,-,3.45亿,1.85%,46.68/44.67,"    上海柴油机股份有限公司(以下简称""公司"")于1993年12月27日经上海市经济委员会和上海市证券管理办公室以[沪经企(1993)411号]和[沪证办(1993)111号]文批准设立,由上海柴油机厂作为独家发起人整体改组而成。2001年4月29日由上海市工商行政管理局换发企业法人营业执照,注册号为企股沪总字第019023号。公司所发行的A股和B股分别于1994年3月11日和1993年12月28日在上海证券交易所上市交易。",SH,6.65亿,1.28,1.66,8.67亿,机械设备
913,通化金马,000766,SZ,4.33,-,4.49亿,2.94%,70.18/67.39,"    公司是1993年2月经吉林省经济体制改革委员会以吉改批[1993]第12号文批准,由通化市生物化学制药厂、通化市特产集团总公司、通化市制药厂,共同发起以定向募集方式组建的股份有限公司。
    1997年4月,经中国证监会批准,公司向社会公开发行4,000万元人民币普通股并在深圳证券交易所上市挂牌交易。
    根据公司1999年度股东大会决议,并经吉林省经济贸易委员会、吉林省经济体制改革委员会、吉林省工商行政管理局以吉经贸企联字(1999)第518号文件批准,公司名称由原""通化金马药业股份有限公司""变更为""通化金马药业集团股份有限公司"",并于2001年1月12日完成通化金马药业集团股份有限公司的工商注册登记。",SZ,149.81亿,3.58,16.14,9.66亿,-
914,洋河股份,002304,SZ,19.11,-,12.41亿,2.42%,22.32/21.27,"    公司系经江苏省人民政府<省政府关于同意设立江苏洋河酒厂股份有限公司的批复>(苏政复[2002]155号)批准,由洋河集团作为主要发起人,联合上海海烟、综艺投资、上海捷强、江苏高投、中食发酵、南通盛福等6家法人和杨廷栋、张雨柏、陈宗敬、王述荣、高学飞、冯攀台、朱广生、钟玉叶、薛建华、沈加东、周新虎、吴家杰、丛学年、范文来等14位自然人,以发起设立方式,于2002年12月27日设立的股份有限公司。",SZ,1300.38亿,4.52,7.26,15.07亿,食品饮料
915,国企200,399956,SZ,-,-,-,-,-,"  上海证券交易所和深圳证券交易所共同出资设立中证指数有限公司，9月23日在上海成立。
  中证指数有限公司成立以后,将在沪深300指数的基础之上,充分依托两所资源优势,设立指数专家委员会,本着科学、客观、公正、透明的原则,陆续编制开发适应中国证券市场发展需求,有利金融创新的中证系列指数,并将提供更为广泛的指数订制、研究咨询等相关服务。
  成立当天，中证指数有限公司分别与嘉实、大成、华安、南方、友邦华泰、国联安、华宝兴业、申万巴黎、天同等9家基金管理公司签订了指数授权使用、指数订制等协议。",SZ,-,-,-,-,A股指数
916,耀皮玻璃,600819,SH,3.24,-,7.47亿,3.88%,25.92/25.72,"    公司系于1983年6月7日经国家外经贸部以外经贸资字(1983)11号文批准成立,并于1993年8月至11月经有关部门批准,改制为上海耀华皮尔金顿玻璃股份有限公司。1994年1月28日本公司股票在上海证券交易所挂牌上市交易。
2011年9月，上海耀华皮尔金顿玻璃股份有限公司更名为上海耀皮玻璃集团股份有限公司。",SH,58.53亿,1.93,1.95,9.35亿,-
917,中国太保,601601,SH,-,-,-,-,-,"    中国太平洋保险(集团)股份有限公司是在1991年5月13日成立的中国太平洋保险公司的基础上组建而成的保险集团公司,总部设在上海。旗下拥有中国太平洋财产保险股份有限公司、中国太平洋人寿保险股份有限公司、太平洋资产管理有限责任公司、中国太保投资管理(香港)有限公司等多家机构。2007年,中国太平洋保险A股上市(中国太保,SH601601)。",SH,-,-,-,-,非银金融
918,迎驾贡酒,603198,SH,5.27,-,1.66亿,2.45%,21.79/20.78,-,SH,148.80亿,3.53,4.78,8.00亿,食品饮料
919,陆家B股,900932,SH,0.61,-,9.17亿,1.55%,13.61/13.12,"    公司1992年4月27日经上海市人民政府以沪建经(92)第366号文批准设立,发起人为上海陆家嘴(集团)有限公司和上海国际信托投资公司。经中国人民银行上海市分行(92)沪人金股字第34号文批准,公司设立时的初始股本为人民币715,000,000.00元,分为715,000,000.00股。公司发行的A股和B股分别于1993年6月28日和1994年11月22日在上海证券交易所上市交易。",SH,52.44亿,2.56,2.55,33.62亿,-
920,万向钱潮,000559,SZ,1.66,-,27.48亿,2.50%,30.97/30.87,"    万向钱潮股份有限公司系经原浙江省股份制试点工作协调小组浙股[1992]第1号文批准,于1994年1月8日在浙江省工商行政管理局登记注册的股份有限公司。1994年1月10日,万向钱潮股份有限公司股票在深圳证券交易所挂牌交易。",SZ,258.25亿,5.63,2.27,27.53亿,汽车
921,创维数字,000810,SZ,2.60,-,4.08亿,2.94%,23.14/30.51,"    华润锦华股份有限公司系1988年经遂宁市人民政府遂府函(1988)018号文批准,由四川遂宁棉纺织厂发起设立的股份制试点企业。1990年1月,原企业更名为""四川锦华纺织股份有限公司""。
    1994年3月,公司由""四川锦华纺织股份有限公司""更名为""四川锦华股份有限公司""。
    1998年6月2日,四川锦华股份有限公司股票在深圳证券交易所上市交易。
    2002年4月16日,公司名称由""四川锦华股份有限公司""变更为""华润锦华股份有限公司""。
    自2014年11月11日起,公司名称由“华润锦华股份有限公司”变更为“创维数字股份有限公司”,英文名称由“China Resources Jinhua Co.,Ltd.”变更为“Skyworth Digital Co.,Ltd.”。",SZ,112.56亿,4.18,1.90,10.35亿,家用电器
922,*ST皇台,000995,SZ,0.18,-,1.77亿,5.88%,-/-,"    公司是1998年9月29日经甘肃省经济体制改革委员会甘体改函字[1998]第030号文批准,以发起方式设立的股份有限公司。经中国证券监督管理委员会证监发行字[2000]98号文批准,于2000年7月在深交所上市发行股票4000万。",SZ,19.71亿,62.52,12.67,1.77亿,食品饮料
923,成飞集成,002190,SZ,5.23,-,3.45亿,3.21%,62.79/65.78,"    本公司是根据原国家经贸委国经贸企改[2000]1109号文、国防科工委科工改[2001]517号文及中国一航航资[2000]584号文批准,由一航成飞作为主发起人,联合成都航空仪表公司(现为成都航空仪表有限责任公司)、吉利集团有限公司、南京航空航天大学、西北工业大学等四家单位,共同发起设立的股份有限公司。",SZ,86.47亿,4.79,3.85,3.45亿,国防军工
924,新朋股份,002328,SZ,5.24,-,3.25亿,3.60%,37.10/36.62,"    上海新朋实业股份有限公司,前身系上海新朋实业有限公司。上海新朋实业股份有限公司是由原有限公司股东作为发起人,以2007年8月31日经审计的净资产值34,536.79万元为基准,按1:0.6515的折股比例整体变更设立的股份公司。
    2007年9月,原上海新朋实业有限公司整体改制变更为上海新朋实业股份有限公司,并于2007年9月取得上海市工商行政管理局颁发的注册号为310229000328847的企业法人营业执照。2009年12月在深圳证券交易所上市。",SZ,35.40亿,1.51,0.92,4.48亿,-
925,涪陵榨菜,002507,SZ,2.07,-,3.03亿,2.36%,33.76/32.13,"    重庆市涪陵榨菜集团股份有限公司是于2008年3月31日由重庆市涪陵榨菜(集团)有限公司整体变更设立的股份有限公司。榨菜集团的前身,是1988年4月30日经原涪陵市人民政府<涪陵市人民政府关于建立榨菜集团公司的批复>(涪府函(1988)61号)文件批准成立的四川省涪陵榨菜集团公司,经济性质为独立核算的国营企业,主管部门为涪陵市计划经济委员会。",SZ,86.83亿,7.99,7.30,5.26亿,食品饮料
